start_time,end_time,communicative_status_explanation,communicative_status,information_level_explanation,information_level,uncertainty_explanation,uncertainty,utterance_type_explanation,utterance_type,discursive_act_explanation,discursive_act,session,level,msg_idx,speaker,utterance
00:01:33.650,00:01:35.117,Another successful instruction with no ambiguity.,Success,The utterance gives another task-related command to shoot a portal.,Task-Related,The instruction 'And shoot another here.' is neutral without expressed uncertainty or certainty.,None,This is an imperative command requesting another portal to be shot in a different location.,Imperative,Orange directs Blue to shoot another portal in a specific location.,Directive,16,Course1_Level2,49,Orange,And shoot another here.
00:01:35.717,00:01:36.083,"Confirmation and acknowledgment successfully communicated, no issues.",Success,"The utterance confirms that understanding or a step in the task has been completed, aiding the communication flow.",Communication Management,"The statement 'Right.' is an acknowledgment or confirmation, neutral in terms of certainty.",None,"""Right."" is a non-sentential, backchannel acknowledgment of the previous action or statement.",Non-Sentential / Listener Response,Orange confirms the placement of the action on Blue's part.,Confirmation/Status Marker,16,Course1_Level2,50,Orange,Right.
00:01:35.783,00:01:36.183,"'Oh, I see.' clearly conveys understanding.",Success,"Blue is indicating understanding of a task or concept, managing conversational flow.",Communication Management,"Acknowledgment of understanding, but no explicit expression of certainty.",None,"The utterance expresses a sudden understanding, which fits the definition of an exclamation.",Exclamation,"Blue acknowledges understanding of the situation, likely confirming comprehension of instructions.","Assertion, Confirmation/Status Marker",16,Course1_Level2,51,Blue,"Oh, I see."
00:01:36.183,00:01:36.983,The utterance has a trailing '--' and indicates multiple attempts at completing the thought.,"Abandoned, Correction","Blue is acknowledging understanding, contributing to conversation flow management.",Communication Management,Indicates understanding without expressing a degree of certainty or uncertainty.,None,"This is a repetition indicating an understanding, originally expressed in utterance 3.",Repetition,Blue indicates completion of understanding a task or step in the task sequence.,Confirmation/Status Marker,16,Course1_Level2,52,Blue,"Okay, I got it -- got it."
00:01:36.217,00:01:40.483,"The utterance fragments with '--', indicating an abandoned attempt.",Abandoned,Orange is coordinating task execution by proposing synchronized actions.,Task-Related,"Incomplete sentence due to interruptions, leading to ambiguity in speaker's intent.",Not Enough Information,The utterance is an imperative with instructions about pressing buttons.,Imperative,Orange is giving a directive to press buttons on the count of three.,Directive,16,Course1_Level2,53,Orange,"(Now) -- now on the count of three, we'll both (press) -- press our assigned buttons."
00:01:40.550,00:01:43.550,"The speaker hesitates and rephrases the question, 'do we press the tall one first or the -- the bottom one first?' indicating a self-correction.",Correction,"Blue seeks clarification on task execution order, contributing to planning.",Task-Related,"A question with no hedging, seeking information rather than expressing uncertainty.",None,The speaker asks a question about the order of pressing buttons.,Query,Blue is asking for information about which button to press first.,Request for Information,16,Course1_Level2,54,Blue,"Okay, do we press the tall one first or the -- the bottom one first?"
00:01:43.850,00:01:44.483,The response is complete and effectively answers the question.,Success,"Orange clarifies the planned sequence of tasks, aiding in task execution.",Task-Related,A directive with no expressed uncertainty or certainty. It provides an answer to a question.,None,"The response is a statement about which button goes first, thereby providing the needed information.",Proposition,Orange clarifies the specific button that should be pressed first.,Request for Clarification,16,Course1_Level2,55,Orange,Bottom one first.
00:01:44.650,00:01:45.083,A complete utterance indicating readiness.,Success,"Blue is preparing for task execution, confirming readiness.",Task-Related,"A neutral statement indicating readiness, without reflecting certainty or uncertainty.",None,"'Okay ready?' is dropping subject 'you', fragment-like form often used in fluid conversation.",Non-Sentential / Listener Response,Blue is confirming readiness to perform the task.,Confirmation/Status Marker,16,Course1_Level2,56,Blue,Okay ready?
00:01:45.717,00:01:46.283,"There's a hesitation indicated by '--', leading to another rephrasing attempt.",Correction,"The utterance is incomplete, but it suggests readiness to perform an action related to task execution.","Task-Related, Not Enough Information",A command indicating action without expressing uncertainty or certainty.,None,The utterance is an imperative command instructing to go.,Imperative,Orange is directing the action sequence to start.,Directive,16,Course1_Level2,57,Orange,(Ready) go.
00:01:46.883,00:01:47.283,A clear and complete countdown command.,Success,"Orange is initiating synchronized action, counting down to coordinate effort.",Task-Related,A countdown command indicating action without expressing uncertainty or certainty.,None,"The utterance is an imperative, conveying an instruction to go in sync at a count.",Imperative,Orange counts down to give a directive for both to press their buttons at the same time.,Directive,16,Course1_Level2,58,Orange,"3, 2, 1, go."
00:01:47.717,00:01:48.283,The response successfully communicates completion of a task.,Success,"'Okay' confirms understanding, while 'did it' signals task execution.","Task-Related, Communication Management",Acknowledge completion of an action without uncertainty or certainty.,None,"'Okay' is an acknowledgment (non-sentential), and 'did it' seeks confirmation of an action completed.","Query, Non-Sentential / Listener Response","'Okay, did it.' confirms the completion of a task, marking it as a confirmation (Conf) of the previous directive.",Confirmation/Status Marker,16,Course1_Level2,59,Blue,"Okay, did it."
00:01:49.017,00:01:49.883,Non-verbal action conveyed as successful due to intent of singing.,Success,Expresses emotion/joy through singing.,Affective Evaluation,"Non-verbal singing, no indication of uncertainty or certainty.",None,"'(sings)' indicates an emotional or performative act, though stated as a non-sentential bracketed annotation.","Exclamation, Non-Sentential / Listener Response","'(sings)' is an expressive action, not related to the task. It is marked as expressive (E) due to the non-strategic and emotional content.",Expressive,16,Course1_Level2,60,Orange,((sings))
00:01:50.217,00:01:50.583,A single word that successfully conveys the completion of pressing the button.,Success,Acknowledging the completion of an action ('Pressed.').,Task-Related,"Confirmation of an action taken, neutral without indication of certainty or uncertainty.",None,"'Pressed' implies completion of a command; though fragmentary, it's a report back followed by an affirmation.","Imperative, Non-Sentential / Listener Response","'Pressed.' indicates the completion of a task, marking it as a confirmation (Conf) of the previous action.",Confirmation/Status Marker,16,Course1_Level2,61,Blue,Pressed.
00:01:51.683,00:01:52.183,The outcome of an action is confirmed with this clear and complete utterance.,Success,Describing the change in the world state as a result of the action ('It worked!').,World State,Expresses certainty in the outcome of actions through 'It worked!'.,Certainty,"'It worked!' is an exclamation of success with emotion, making it both a statement of fact and an emotional expression.","Proposition, Exclamation","'It worked!' is a status confirmation that the action was successful, thus it is marked as a confirmation (Conf).",Confirmation/Status Marker,16,Course1_Level2,62,Orange,It worked!
00:01:52.783,00:01:57.317,The sentence indicates abandonment due to the pause and ellipsis without completion.,Abandoned,Describes a change in the environment ('dispensed this ball') and its purpose ('reach the exit').,World State,Incomplete sentence which lacks a clear expression of certainty or uncertainty.,Not Enough Information,"A factual description of the game event, providing information about the next tool or action.",Proposition,"'We have ... dispensed this ball that will enable us to reach the exit.' describes the outcome of an action, thus confirming the status or result.",Confirmation/Status Marker,16,Course1_Level2,63,Orange,We have ... dispensed this ball that will enable us to reach the exit.
00:01:52.983,00:01:53.150,"It's unclear and could be an expression, hence not fully interpretable.",,"Expresses awe or appreciation, which is an emotional reaction.",Affective Evaluation,Exclamation without clear expression of uncertainty or certainty.,None,'(cool/whoa)' is an exclamation of awe or appreciation and non-sentential.,"Exclamation, Non-Sentential / Listener Response","'(cool/whoa)' is an exclamation showing surprise or amazement, anthropomorphizing expressive content as E.",Expressive,16,Course1_Level2,64,Blue,(cool/whoa)
00:01:58.683,00:01:59.683,"This is a straightforward question about action, clearly communicated.",Success,Asking about a fixed game mechanic ('How do you hold something?').,World Rules,Direct question without uncertainty or certainty.,None,"'How do you hold something?' clearly seeks information, making it a query.",Query,"'How do you hold something?' requests new information regarding game mechanics, marking it as a request for information (Inf).",Request for Information,16,Course1_Level2,65,Blue,How do you hold something?
00:02:00.550,00:02:02.083,"This is a clear, straightforward instruction.",Success,Provides information on a fixed game mechanic ('press E' to hold something).,World Rules,Use of 'Um' suggests slight hesitation or uncertainty in the response.,Hedging,"'Press E' is a direct instruction, functioning as an imperative; 'Um,' indicates hesitation but doesn't change the imperative status.","Imperative, Non-Sentential / Listener Response","'Um, press E.' provides a direct command on what action to take, thus classified as a directive (Dir).",Directive,16,Course1_Level2,66,Orange,"Um, press E."
00:02:02.483,00:02:02.717,'Okay' is a successful acknowledgment with clear meaning.,Success,"Blue is confirming receipt of the information given, which is managing the conversation and acknowledging understanding.",Communication Management,This is a simple confirmation without any hedging or certainty expressed.,None,This is a non-sentential acknowledgment or listener response.,Non-Sentential / Listener Response,Blue expresses acceptance or acknowledgment of the directive from Orange.,Commit,16,Course1_Level2,67,Blue,Okay.
00:02:03.350,00:02:05.650,A clear and complete statement explaining the command usage.,Success,"Orange elaborates on the game mechanics, indicating that pressing E is a general purpose command, which is a fixed game mechanic.",World Rules,The phrase 'that's the general purpose interact command' expresses confidence in providing correct information.,Certainty,The utterance is a statement providing factual information about a command.,Proposition,Orange provides an assertion about the in-game command just mentioned.,Assertion,16,Course1_Level2,68,Orange,Yeah that's the general purpose interact command.
00:02:06.517,00:02:07.017,"A complete sentence expressing enjoyment, successfully communicated.",Success,"Orange is expressing enjoyment, which is an affective evaluation.",Affective Evaluation,"'Yeah, this is fun' expresses a confident opinion.",Certainty,"'Yeah, this is fun.' is a statement expressing an opinion, which can be evaluated.",Proposition,Expressive comment expressing enjoyment.,Expressive,16,Course1_Level2,69,Orange,"Yeah, this is fun."
00:02:07.017,00:02:07.650,The utterance 'I don't --' is incomplete and abandoned.,Abandoned,The statement is incomplete and lacks enough context to determine its category.,Not Enough Information,"The sentence is incomplete, making it ambiguous and lacking enough context.",Not Enough Information,"The utterance is incomplete, making it ambiguous.",Not Enough Information,The sentence is incomplete and doesn't provide enough context for clear classification.,Not Enough Information,16,Course1_Level2,70,Orange,I don't --
00:02:07.683,00:02:08.383,This is a clear and complete statement about memory.,Success,"Orange refers to remembering the mechanics, which are invariant features of the game.",World Rules,Expressing certain recall of the mechanics with the phrase 'I remember the mechanics.',Certainty,The utterance expresses a statement about remembering mechanics.,Proposition,Expressing a memory recall related to game mechanics.,Expressive,16,Course1_Level2,71,Orange,I remember the mechanics.
00:02:08.383,00:02:10.250,Another clear and complete statement about memory.,Success,"Orange discusses not remembering the solutions, which relates to task execution as it pertains to solving the puzzles.",Task-Related,There's uncertainty expressed in the 'I don't remember the solutions to the levels exactly.' The word 'exactly' adds to the hedge.,Hedging,This utterance is a statement expressing difficulty in remembering level solutions.,Proposition,"Expressive about not remembering game details, indicating a reflective acknowledgement of uncertainty.",Expressive,16,Course1_Level2,72,Orange,I don't remember the solutions to the levels exactly.
00:02:12.150,00:02:12.783,A clear and complete expression of affection.,Success,"Orange is expressing love or enjoyment, an emotional or affective evaluation.",Affective Evaluation,'I love that' is a confident expression of opinion.,Certainty,"It is a statement about loving something, which can be evaluated as true or false.",Proposition,Expresses an emotional reaction indicating affection or enjoyment.,Expressive,16,Course1_Level2,73,Orange,I love that.
00:02:12.883,00:02:13.117,Laughing is a successful expression of emotion.,Success,"The laugh indicates amusement or a positive emotional reaction, classified as affective evaluation.",Affective Evaluation,Laughter does not express certainty or uncertainty.,None,Laughter is considered an exclamation expressing emotion.,Exclamation,"Exhibits laughter, a clear expressive reaction.",Expressive,16,Course1_Level2,74,Orange,((laughs))
00:02:14.583,00:02:15.117,The sigh is a completed communicative act.,Success,"A sigh can suggest an emotional reaction, possibly indicating relief, contentment, or another emotion.",Affective Evaluation,A non-verbal cue '(sighs)' with no explicit indication of certainty or uncertainty.,Not Enough Information,"""((sighs))"" is a non-verbal vocalization indicating emotion or relief. This performs the action of sighing, thus an exclamation.","Exclamation, Non-Sentential / Listener Response","A sigh is an expressive reaction, usually indicating emotion or relief.",Expressive,16,Course1_Level2,75,Orange,((sighs))
00:02:16.050,00:02:16.717,"The utterance is a complete question, successfully communicated.",Success,"The utterance is a conversational question, managing interaction by inquiring about the partner's state or experience.",Communication Management,This is a neutral question inquiring about the other player's feelings with no uncertainty or certainty expressed.,None,"""How you feeling so far?"" is a request for information (Query) asking about Blue's current state or mood.",Query,"Asking about Blue's state, seeking information about their experience.",Request for Information,16,Course1_Level2,76,Orange,How you feeling so far?
00:02:17.717,00:02:18.583,The utterance is a complete statement of enjoyment.,Success,Expresses a positive emotional reaction about the game.,Affective Evaluation,'Oh it's really really fun' indicates strong confidence and certainty in the speaker's opinion.,Certainty,"""Oh it's really really fun."" states a belief or fact about the current experience, making it a Proposition.",Proposition,"Expression of enjoyment, sharing the fun state, contributes to social interaction.",Expressive,16,Course1_Level2,77,Blue,Oh it's really really fun.
00:02:18.583,00:02:19.417,The utterance is a complete statement conveying the speaker's appraisal.,Success,"Compliments Orange, indicating appreciation or admiration, which is an affective evaluation.",Affective Evaluation,'You’re carrying us' is a certain statement reflecting the speaker's view of the situation.,Certainty,"""You’re carrying us."" is a statement that can be evaluated as true or false, thus a Proposition.",Proposition,Providing reasoning to the statement of fun.,Justification,16,Course1_Level2,78,Blue,You’re carrying us.
00:02:19.583,00:02:20.483,The laugh is a completed communicative act.,Success,"Laughter is typically an expression of emotion, such as amusement.",Affective Evaluation,A non-verbal cue '(laughs)' with no explicit indication of certainty or uncertainty.,Not Enough Information,"Another ""((laughs))"" annotation, indicating laughter, is clearly an expressive action, thus an Exclamation.","Exclamation, Non-Sentential / Listener Response","Laughter is an expressive reaction, adding to the social dynamic.",Expressive,16,Course1_Level2,79,Orange,((laughs))
00:02:20.883,00:02:21.417,The utterance is a complete statement praising the partner.,Success,"The comment 'Which is good' implies a positive evaluation, likely meant as positive feedback.",Affective Evaluation,'Which is good' is a certain statement indicating a clear stance on the situation.,Certainty,"""Which is good."" is a comment or evaluation that can be debated or questioned, making it a Proposition.",Proposition,"Positive comment, acknowledging a good aspect about the task dynamics, but not clearly task-related.",,16,Course1_Level2,80,Blue,Which is good.
00:02:21.883,00:02:22.583,The sigh is a completed communicative act.,Success,"A sigh often conveys emotion, potentially indicating relief, satisfaction, or a similar sentiment.",Affective Evaluation,A non-verbal cue '(sighs)' with no explicit indication of certainty or uncertainty.,Not Enough Information,"""((sighs))"" is another non-verbal, expressive action. It serves as an Exclamation.","Exclamation, Non-Sentential / Listener Response","An expressive sigh, likely indicating an emotional or physical response, contributes to the interaction atmosphere.",Expressive,16,Course1_Level2,81,Orange,((sighs))
00:02:23.850,00:02:24.783,The utterance is an incomplete thought but could be interpreted as a hesitation rather than abandonment.,Success,"The 'Um' suggests hesitation or a pause, managing the flow of conversation as Blue possibly considers what to say next.",Communication Management,'Um' is a filler indicating hesitation or some level of uncertainty.,Hedging,"""Um."" is a non-interruptive filler or engaged hesitation, therefore Non-Sentential.",Non-Sentential / Listener Response,The utterance is incomplete and lacks enough context to determine its function.,Not Enough Information,16,Course1_Level2,82,Blue,Um.
00:00:07.217,00:00:07.517,"The utterance is clear and concise, fully conveying Blue's understanding or agreement.",Success,"Simple acknowledgment, confirming receipt of information.",Communication Management,"This is a simple affirmation, with no expression of certainty or uncertainty.",None,"The utterance '‘Kay' is a non-sentential acknowledgment, similar to 'okay.' Thus, it is marked as Ns.",Non-Sentential / Listener Response,"The utterance '‘Kay.' by Blue is a brief acknowledgment, confirming comprehension or receipt of information from the previous statement, while also containing emotional expression due to its casual tone.","Acknowledgement, Expressive",16,Course1_Level3,1,Blue,‘Kay.
00:00:08.317,00:00:09.683,"Orange clearly communicates a command or signal with 'Alright, mark!'.",Success,"The word 'mark' indicates readiness for an action, suggesting the start of a task-related event.",Task-Related,This is a neutral command without any expression of certainty or uncertainty.,None,"'Alright, mark!' functions as an instruction or command, thus it is marked as I. It might also express preparation, substantiating an emphasis or emotional readiness, marking it as E.","Imperative, Exclamation","'Alright, mark!' by Orange is a command telling someone to perform an action.",Directive,16,Course1_Level3,2,Orange,"Alright, mark!"
00:00:08.617,00:00:09.650,Blue is questioning or confirming with a complete thought that is successfully communicated.,Success,"Question suggesting an action related to an off-task procedure, possibly used for experiment setup.","Task-Related, Non-Task Related","This is potentially a question regarding past actions, without a clear expression of certainty or uncertainty.",None,"The utterance 'L again?' is non-sentential but conveys a question, thus marked as Ns and Q.","Query, Non-Sentential / Listener Response","The phrase 'L again?' by Blue likely speculates about the situation by reflecting or questioning whether something occurred as a pattern (suggesting an 'L' shape), but it can also be seeking affirmation. However, it lacks context, so it’s marked as speculation.",Speculation,16,Course1_Level3,3,Blue,L again?
00:00:09.917,00:00:10.183,"A clear acknowledgment or confirmation from Blue, successfully communicated.",Success,"Acknowledgment of a previous statement, confirming receipt of information.",Communication Management,"This is a neutral confirmation, without further context.",None,"The utterance 'Yeah.' is a simple acknowledgment, thus categorized as Ns.",Non-Sentential / Listener Response,"The response 'Yeah.' by Blue acknowledges the preceding speculation or interpretation about the presence of another 'L', thereby confirming it.",Acknowledgement,16,Course1_Level3,4,Blue,Yeah.
00:00:10.383,00:00:11.083,"Orange provides a clear confirmation or agreement, successfully communicated.",Success,Acknowledgment and may also express some positive emotion or enthusiasm.,"Communication Management, Affective Evaluation",This is an enthusiastic confirmation but does not express certainty or uncertainty.,None,"'Yeah!' is a more emphatic form of agreement, qualifying it as both an Exclamation (E) for enthusiasm and Non-sentential (Ns) for its fragmentary nature.","Exclamation, Non-Sentential / Listener Response","Orange's 'Yeah!' is expressive as it expresses excitement. However, it also serves as a commitment or agreement to the previous action or statement.","Commit, Expressive",16,Course1_Level3,5,Orange,Yeah!
00:00:12.517,00:00:12.783,"Orange provides a clear acknowledgment or prepares for next action, successfully communicated.",Success,"Simple acknowledgment, confirming the flow of conversation.",Communication Management,This is another neutral confirmation.,None,"'Alright.' can serve as an acknowledgment or emotional readiness, thus marked as E. It is also fragmentary (Ns) and conclusive (P) based on context.","Proposition, Exclamation, Non-Sentential / Listener Response",The word 'Alright.' by Orange is an expressive utterance reflecting a casual acknowledgment or readiness to continue with a positive mood. It can lead into a new action but mostly sets a relaxed tone.,Expressive,16,Course1_Level3,6,Orange,Alright.
00:00:14.210,00:00:16.350,"Orange outlines the next task to deal with, being clear and successfully communicated.",Success,Introduces a new element ('laser') into the current world state.,World State,"This statement simply presents a fact about the game element, without expressing uncertainty or certainty.",None,"'Now we've got a laser to deal with.' is a clear statement of fact, thus marked as P.",Proposition,Orange’s statement 'Now we’ve got a laser to deal with.' is an assertion describing the new game state or challenge.,Assertion,16,Course1_Level3,7,Orange,Now we've got a laser to deal with.
00:00:16.650,00:00:16.983,"Blue clearly acknowledges the statement, successfully communicated.",Success,"Acknowledgment of prior information, aiding conversational flow.",Communication Management,Another neutral affirmation with no indication of certainty or uncertainty.,None,"The utterance 'Okay.' is a typical non-sentential acknowledgment, so it is marked as Ns.",Non-Sentential / Listener Response,"Blue’s 'Okay.' is acknowledging the statement about the laser, committing to the understanding and engagement of dealing with it, though it also has a slight emotional tone.","Commit, Expressive",16,Course1_Level3,8,Blue,Okay.
00:00:16.750,00:00:20.250,"Orange provides a clear instruction or plan, successfully communicated.",Success,"Describes the mechanic of sending a laser, and also involves planning to execute sending the laser through pylons.","World Rules, Task-Related","A factual statement about what needs to be done, without any hedging or expression of certainty.",None,"'And we need to send it through these two pylon things.' makes a statement about what needs to be done, categorized as P.",Proposition,Orange’s statement 'And we need to send it through these two pylon things.' is another assertion that adds to the understanding of the task by describing necessary steps.,Assertion,16,Course1_Level3,9,Orange,And we need to send it through these two pylon things.
00:00:21.083,00:00:21.917,"Blue asks a clear, complete question successfully.",Success,"Inquiring about the execution strategy for a task, engaging in planning.",Task-Related,"This is a question seeking information, without any hedging or expression of certainty.",None,"'How do we do that?' is a direct question, seeking information, thus marked as Q.",Query,The question 'How do we do that?' by Blue is a request for information on accomplishing the task described in the previous utterance.,Request for Information,16,Course1_Level3,10,Blue,How do we do that?
00:00:21.083,00:00:22.917,"The intended action is clearly communicated, complete, and understandable.",Success,Mentioning sending lasers through portals demonstrates knowledge of fixed game mechanics. It's task-related as it is suggesting an action to solve the puzzle.,"World Rules, Task-Related","Orange is stating a solution with confidence, using 'can' without hedging or uncertainty.",Certainty,"The utterance states how an action can be performed, making a claim about the game environment.",Proposition,Orange is offering a solution or option to send lasers through portals.,Offer/Option,16,Course1_Level3,11,Orange,We can send the lasers through the portals.
00:00:23.510,00:00:25.617,The speaker hesitates and changes the approach mid-sentence before specifying the action.,Correction,"Though vague, references an action to do with execution of the task by illustrating how to send the lasers.",Task-Related,"The statement is incomplete and cut off, lacking enough information to determine certainty.",Not Enough Information,This is providing an instruction on performing an action as part of the game.,Imperative,Continuation of the suggestion or method indicated in the previous utterance.,Offer/Option,16,Course1_Level3,12,Orange,By ... doing this.
00:00:25.880,00:00:28.917,"The sentence ends with '--', indicating abandonment, and there's a hesitation indicating a corrected strategy.","Abandoned, Correction",Instruction about where to place portals relates to the state of game elements and requires planning.,"World State, Task-Related",An instructional statement without any implication of uncertainty or certainty.,None,The utterance is instructing the other player on where to place their portals.,Imperative,Orange provides a specific option to place the portals for solving the task.,Offer/Option,16,Course1_Level3,13,Orange,So if you place your portals on either side of this pillar --
00:00:29.517,00:00:31.683,The speaker is providing a clear instruction for portal placement.,Success,"Giving specific locations for the portals, contributing to task planning and execution.",Task-Related,Use of 'uh' indicates hesitancy or uncertainty about the exact position.,Hedging,Providing further instruction specific to the placement of portals.,Imperative,Orange gives instructions on where to place the portals.,Directive,16,Course1_Level3,14,Orange,"Yeah, like uh here and here."
00:00:29.750,00:00:30.450,"The response is simple and acknowledges the ongoing action, successfully communicated.",Success,Acknowledgment and indicating a need for time is managing communication flow.,Communication Management,Simple acknowledgment without any expression of certainty or uncertainty.,None,The utterance is a fragment that indicates acknowledgment and readiness.,Non-Sentential / Listener Response,"'Alright, one sec.' is an expressive utterance, acknowledging time is needed and emotionally acknowledges the instruction.",Expressive,16,Course1_Level3,15,Blue,"Alright, one sec."
00:00:34.717,00:00:37.983,The action is clearly articulated and successfully communicated.,Success,"Describes the task of moving an object (the cube) through the game world (state), which is relevant to solving the problem.","World State, Task-Related",Orange describes an action plan confidently without hesitations.,Certainty,It is a statement about the subsequent action in the sequence.,Proposition,"Orange provides reasoning for their prior actions, justifying why taking the cube and sending it through is the correct action.",Justification,16,Course1_Level3,16,Orange,Then I take this cube and send it through.
00:00:39.417,00:00:40.710,"The sentence is abandoned at first, but quickly corrected, fulfilling both conditions for abandonment and correction.","Abandoned, Correction","The sentence appears incomplete with a cut-off word, but it is linked to the task as hinting result occurrence, leaving some ambiguity.","Task-Related, Not Enough Information","Despite self-correction, it's a neutral statement about unlocking the door eventually.",None,"Despite the interruption, the statement implies the result of the action.",Proposition,Orange confirms a change in status—the door has unlocked.,Confirmation/Status Marker,16,Course1_Level3,17,Orange,That un-(locks) -- locks the door.
00:00:44.283,00:00:44.883,"This is an acknowledgment, simple and clear, successfully communicated.",Success,"The sound 'Hm' acknowledges what was said previously and may indicate reflection, managing conversational turn-taking.",Communication Management,No indication of certainty or uncertainty; it's a neutral acknowledgment.,None,The utterance is a non-sentential response indicating acknowledgment or contemplation.,Non-Sentential / Listener Response,'Hm' is an expressive utterance showing contemplation or consideration of what has been done or said.,Expressive,16,Course1_Level3,18,Blue,Hm.
00:00:50.950,00:00:51.310,The word 'Cool.' is a complete and clear expression of approval or acknowledgment. It communicates the intended meaning successfully.,Success,"'Cool.' is acknowledging understanding, contributing to conversational flow, and falls under Tc.",Communication Management,"The word 'Cool' is a neutral statement, expressing neither certainty nor uncertainty.",None,"The word 'Cool' functions as an expression of emotion showing approval or agreement (E), and can be seen as a non-sentential fragment as it lacks a complete sentence structure (Ns). It can be a statement if considered the speaker is agreeing that what was explained is 'cool' or interesting.","Proposition, Exclamation, Non-Sentential / Listener Response","'Cool.' expresses an emotional reaction of interest or approval, which qualifies as an expressive.",Expressive,16,Course1_Level3,19,Blue,Cool.
00:00:51.317,00:00:52.617,"The question 'Now, same thing, right?' is clear, complete, and successfully communicates its intended meaning, seeking confirmation.",Success,"'Now, same thing, right?' suggests planning to repeat an earlier task, hence marked as T.",Task-Related,"The question lacks markers of certainty or uncertainty, making it neutral.",None,"The statement 'Now, same thing, right?' uses a tag question format, looking for confirmation from the listener.",Tag Question,"'Now, same thing, right?' suggests the option of performing the same action, thus it is an offer/option.",Offer/Option,16,Course1_Level3,20,Blue,"Now, same thing, right?"
00:00:53.250,00:00:54.150,"'Yep, same idea.' is a complete and clear response confirming the previous question, successfully communicating agreement.",Success,"'Yep, same idea.' confirms a planned action or strategy and is related to task management, thus T.",Task-Related,The use of 'Yep' indicates certainty about the idea being the same.,Certainty,"This is a statement affirming that the same action applies. Although it's brief and can seem non-sentential, it has a complete idea, thus qualifying as a proposition.","Proposition, Non-Sentential / Listener Response","'Yep, same idea.' is an assertion confirming the query made in the 20th utterance.",Assertion,16,Course1_Level3,21,Orange,"Yep, same idea."
00:00:54.450,00:01:00.017,"Despite hesitation, the sentence 'I press this button, it dispenses a ... (cube), a redirection cube.' successfully communicates the intended action and result.",Success,"The utterance describes a game mechanic, namely a button dispensing a cube, and falls under Wr.",World Rules,"Descriptive statement about the button and cube, with no uncertainty expressed.",None,"'I press this button, it dispenses a … cube, a redirection cube.' is a factual statement about what happens when the button is pressed, and is also a self-direction to press the button.","Proposition, Imperative",The utterance is cut off and lacks enough context to be clearly classified.,Not Enough Information,16,Course1_Level3,22,Orange,"I press this button, it dispenses a ... (cube), a redirection cube."
00:01:00.883,00:01:01.683,"The utterance 'And --' ends with an abandonment marker '--', indicating an incomplete thought that is not continued.",Abandoned,The utterance 'And --' is incomplete and lacks context to determine its information level.,Not Enough Information,"The sentence is cut off and incomplete, making it impossible to determine the level of certainty or uncertainty.",Not Enough Information,"The utterance is an incomplete fragment 'And --', suggesting continuation but providing no complete idea or directive. Marked as non-sentential.",Non-Sentential / Listener Response,The utterance is incomplete and provides no clear information or structure.,Not Enough Information,16,Course1_Level3,23,Orange,And --
00:01:02.817,00:01:04.217,"'Let's see, what does this do?' is a fully structured question that successfully communicates the speaker's intention to understand the function of something.",Success,"'Let's see, what does this do?' explores understanding game mechanics and planning actions, thus both T and Wr.","World Rules, Task-Related","The phrase 'Let's see' indicates hesitation or an exploration, suggesting uncertainty.",Hedging,"The utterance is a direct question starting with 'what', seeking information about the function of an object or mechanism.",Query,"The statement 'Let's see, what does this do?' is both a directive to investigate further and an information request.","Directive, Request for Information",16,Course1_Level3,24,Orange,"Let's see, what does this do?"
00:01:05.750,00:01:07.217,"The sentence 'It can go through walls, I think.' is complete and effectively communicates the speaker's belief about an object's ability.",Success,"The statement 'It can go through walls, I think' describes a potential game mechanic, marked as Wr.",World Rules,The phrase 'I think' expresses uncertainty regarding the statement.,Hedging,"The statement 'It can go through walls, I think.' presents a factual claim with an expressed belief. It qualifies as a proposition with expressed belief.",Proposition,"'It can go through walls, I think.' is speculation in response to the request for information in utterance 24.",Speculation,16,Course1_Level3,25,Blue,"It can go through walls, I think."
00:01:07.683,00:01:08.017,The utterance 'Ah.' is a complete reaction that successfully communicates understanding or realization.,Success,"'Ah.' is likely a conversational flow token indicating understanding, classified as Tc.",Communication Management,"The word 'Ah' is a neutral expression, with no explicit conveying of certainty or uncertainty.",None,"'Ah.' is an exclamation that could indicate understanding or realizing something, and is non-sentential.","Exclamation, Non-Sentential / Listener Response","'Ah.' is an assertion, acknowledging the speculation made in utterance 25.",Assertion,16,Course1_Level3,26,Orange,Ah.
00:01:09.417,00:01:10.050,The repeated 'Ah' is a typical expression of acknowledgment.,Success,"Same as the previous utterance, ""Ah."" serves as an acknowledgment and conversational management.",Communication Management,"An expression like 'Ah' does not indicate uncertainty or certainty, just acknowledgment.",None,"The repetition of 'Ah' again acts as a backchannel or acknowledgment, functioning as a repetition of #26.","Repetition, Non-Sentential / Listener Response","Another 'Ah' likely captures an ongoing emotional or social reaction, offering little in the way of clarity or confirmation.",Expressive,16,Course1_Level3,27,Orange,Ah.
00:01:10.083,00:01:10.583,The word 'Okay' signifies agreement or understanding.,Success,"""Okay."" is a simple acknowledgment, a part of communication management.",Communication Management,'Okay' is a neutral acknowledgment and does not express certainty or uncertainty.,None,"'Okay' serves as a minimal agreement or acknowledgment, not forming a full sentence.",Non-Sentential / Listener Response,"'Okay' acknowledges the previous speculative statement, showing understanding.",Acknowledgement,16,Course1_Level3,28,Orange,Okay.
